movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
The Fighting Temptations (2003),Comedy Drama Music Romance,Major Studio,09,20050466,57929420,1.4745497260755292E8
The Final Conflict (1981),Horror,Major Studio,03,19223259,70629870,1.054691402631371E8
The Final Destination (2009),Horror Thriller,Major Studio,08,40075102,272204576,2.716976864898299E8
The Final Option (1982),Action Thriller,Major Studio,09,2362939,8399311,6.621439287981775E7
The Finest Hours (2016),Action Drama History Thriller,Major Studio,01,13447503,68092844,6.1484647480139725E7
The Firm (1993),Drama Mystery Thriller,Major Studio,07,55155240,586835181,3.995582866606941E8
The First Omen (2024),Horror,Major Studio,04,8353710,53845880,3.727125940191254E7
The First Power (1990),Crime Horror Thriller,Mid-size Studio,04,13631122,53836260,5.843033328623839E7
The First Purge (2018),Action Horror Sci-Fi Thriller,Major Studio,07,21704185,171212532,1.2583693790506367E8
The First Slam Dunk (2022),Animation Comedy Drama Sport,Small / Indie Studio,12,709820,264629460,1.3519775713381287E8
The First Wives Club (1996),Comedy,Major Studio,09,37825616,362966835,3.169221984386279E8
The Fish That Saved Pittsburgh (1979),Comedy Sport,Major Studio,11,55849,35791458,4.140093575645526E7
The Fisher King (1991),Comedy Drama Fantasy,Small / Indie Studio,09,717859,96499548,7.861351788670197E7
The Five Heartbeats (1991),Drama Music,Major Studio,03,3756009,20155026,6.621439287981775E7
The Five-Year Engagement (2012),Comedy Drama Romance,Major Studio,04,14496580,74011880,8.578739639625165E7
The Flamingo Kid (1984),Comedy Drama Romance,Major Studio,12,6084994,72048994,6.379873202190257E7
The Flash (2023),Action Adventure Fantasy Sci-Fi,Major Studio,06,56667711,279441798,4.460437011065823E8
The Flintstones (1994),Comedy Family Fantasy,Major Studio,05,62828427,722973039,5.61208208054454E8
The Flintstones in Viva Rock Vegas (2000),Comedy Family Romance Sci-Fi,Major Studio,04,19161021,108331029,1.1052004303803726E8
The Fly (1986),Drama Horror Sci-Fi,Major Studio,08,20054361,173513009,1.1052004303803726E8
The Fly II (1989),Drama Horror Sci-Fi,Major Studio,02,17083468,98439447,1.1052004303803726E8
The Fog (2005),Horror Mystery,Small / Indie Studio,10,18878450,74212337,1.0349419256362072E8
The Forbidden Dance (1990),Drama Music Romance,Major Studio,03,1730658,4377049,3.4688726240274176E7
The Forbidden Kingdom (2008),Action Adventure Fantasy,Major Studio,04,31181225,187649287,2.1227778577583003E8
The Foreigner (2017),Action Crime Thriller,Mid-size Studio,09,16781268,186097399,1.0746572884413591E8
The Forest (2016),Horror Mystery Thriller,Mid-size Studio,01,16652554,51903076,1.0241201275935863E8
The Forever Purge (2021),Action Crime Drama Horror Thriller Western,Major Studio,07,14529993,89132837,7.680154234716615E7
The Forge (2024),Drama Family,Small / Indie Studio,08,6659508,40395051,6.318810454398544E7
The Forgotten (2004),Drama Mystery Sci-Fi Thriller,Small / Indie Studio,09,34913310,195296988,2.0086339756069514E8
The Formula (1980),Crime Thriller,Major Studio,12,3208785,33855716,6.379873202190257E7
The Forsaken (2001),Action Fantasy Horror Thriller,Small / Indie Studio,04,5350391,15421159,2.625317497446979E7
The Founder (2016),Biography Drama,Small / Indie Studio,11,4449118,31526159,3.711633927348931E7
The Four Feathers (2002),Adventure Drama Romance War,Major Studio,09,11959351,52111891,9.379328742393556E7
The Four Seasons (1981),Comedy Drama,Major Studio,05,15062237,173984253,6.411797356433726E7
The Fourth Kind (2009),Horror Mystery Sci-Fi Thriller,Major Studio,11,17883810,69773572,1.2138320733705679E8
The Fourth Protocol (1987),Thriller,Small / Indie Studio,08,10040816,34300577,4.294336585663489E7
The Fourth War (1990),Drama Thriller,Small / Indie Studio,03,1864108,3135188,2.625317497446979E7
The French Dispatch (2021),Comedy Drama Romance,Mid-size Studio,10,1561451,53638298,3.163441204637285E7
The Freshman (1990),Comedy Crime,Small / Indie Studio,07,494269,51522853,5.699548318421275E7
The Friend (2024),Comedy Drama,Mid-size Studio,03,66248,4292618,2.987223026492376E7
The Frighteners (1996),Comedy Drama Fantasy Horror Mystery Romance,Major Studio,07,11130635,58716560,6.71454747114855E7
The Frisco Kid (1979),Adventure Comedy Drama Western,Major Studio,07,692780,40394079,6.543103445001715E7
The Front Line (2011),Action Drama History War,Small / Indie Studio,07,10024,28769064,1.2314226855470826E8
The Fugitive (1993),Action Crime Drama Mystery Thriller,Major Studio,08,51591549,801001226,3.842413917936677E8
The Full Monty (1997),Comedy Drama,Major Studio,08,345084,504066626,5.011413958299071E7
The Funeral (1996),Crime Drama,Small / Indie Studio,11,83533,2455028,3.535415749204022E7
The Funhouse (1981),Horror,Major Studio,03,9541310,27211534,3.727125940191254E7
The Gallows (2015),Horror Mystery Thriller,Major Studio,07,12981254,56862314,6.20168286812213E7
The Gambler (2014),Crime Drama Thriller,Major Studio,12,12097615,52048891,8.846205309460406E7
The Game (1997),Drama Mystery Thriller,Small / Indie Studio,09,28017584,213836931,2.3381596029362628E8
The Game Plan (2007),Comedy Family Sport,Major Studio,09,34723112,223732264,2.078892480351117E8
"The Gangster, the Cop, the Devil (2019)",Action Crime Thriller,Small / Indie Studio,05,96508,31625894,2.712431927721823E7
The Garbage Pail Kids Movie (1987),Adventure Comedy Family Fantasy Musical,Small / Indie Studio,08,1826348,4352828,2.625317497446979E7
The Garfield Movie (2024),Adventure Animation Comedy Family Fantasy,Major Studio,05,24006629,257211519,1.8363851266622216E8
The Gate (1987),Fantasy Horror,Small / Indie Studio,05,11755957,37380678,4.1039134274030544E7
The General's Daughter (1999),Crime Drama Mystery Thriller,Major Studio,06,42053918,281913968,3.366443334345754E8
The Gentlemen (2019),Action Crime,Mid-size Studio,12,13069661,141318448,8.540773890070271E7
The Getaway (1994),Action Adventure Crime Drama Thriller,Major Studio,02,12287969,63609835,5.68583578544199E7
The Ghost Writer (2010),Crime Drama Mystery Thriller,Mid-size Studio,02,263267,86789744,8.399475495860504E7
The Ghost and the Darkness (1996),Adventure Drama Thriller,Major Studio,10,18429538,77237456,1.1052004303803726E8
The Gift (2000),Drama Fantasy Horror Mystery,Small / Indie Studio,12,21545,81187063,3.62410168919543E7
The Gift (2015),Drama Mystery Thriller,Mid-size Studio,08,15688832,78059234,5.843033328623839E7
The Gingerbread Man (1998),Crime Mystery Thriller,Small / Indie Studio,01,227610,3227405,4.167858831718631E7
The Girl Next Door (2004),Comedy Drama Romance,Major Studio,04,9971060,50457658,4.9969216331051424E7
The Girl Who Kicked the Hornet's Nest (2009),Crime Drama Mystery Thriller,Small / Indie Studio,11,1289233,64738713,8.94766821857215E7
The Girl Who Played with Fire (2009),Action Crime Drama Mystery Thriller,Small / Indie Studio,09,1323244,98188194,7.861351788670197E7
The Girl from Paris (2001),Comedy Drama,Small / Indie Studio,09,14669,22697919,2.4490993193020694E7
The Girl in the Spider's Web (2018),Action Adventure Crime Drama Mystery Thriller,Major Studio,10,9756497,43928493,4.2322162176812686E7
The Girl on the Bridge (1951),Crime Drama Film-Noir,Small / Indie Studio,07,121262,3113475,3.4703180104599364E7
The Girl on the Train (2016),Crime Drama Mystery Thriller,Major Studio,10,32068585,226351702,2.039068811985272E8
The Girl with the Dragon Tattoo (2009),Crime Drama Mystery Thriller,Small / Indie Studio,02,490555,152669388,7.861351788670197E7
The Girl with the Dragon Tattoo (2011),Crime Drama Mystery Thriller,Major Studio,12,17806452,324396557,3.024625844065699E8
The Giver (2014),Drama Romance Sci-Fi Thriller,Small / Indie Studio,08,16304640,88751792,1.0349419256362072E8
The Glass Castle (2017),Biography Drama,Major Studio,08,5987328,28267591,6.621439287981775E7
The Glass House (2001),Crime Drama Mystery Thriller,Major Studio,09,10166001,41843537,4.9969216331051424E7
The Glass Shield (1994),Crime Drama,Mid-size Studio,06,2360699,6775200,3.799595208451567E7
The Glimmer Man (1996),Action Comedy Crime Drama Thriller,Major Studio,10,15210523,40701231,6.1484647480139725E7
The Godfather (1972),Crime Drama,Major Studio,03,2268237,1877805932,4.4077583327601594E8
The Godfather Part III (1990),Crime Drama,Major Studio,12,15334632,328578372,1.7132006345911822E8
The Gods Must Be Crazy II (1989),Comedy,Major Studio,04,2834885,15104570,2.927946331030209E7
The Golden Bowl (2000),Drama Romance,Major Studio,04,159741,10192982,5.524339346893958E7
The Golden Child (1986),Action Adventure Comedy Fantasy Mystery,Major Studio,12,33053817,228428872,3.615063368554986E8
The Golden Compass (2007),Adventure Family Fantasy,Major Studio,12,39525182,563163666,4.026074180766899E8
The Gong Show Movie (1980),Comedy,Major Studio,05,5619946,25204521,2.551586821429008E7
The Good Dinosaur (2015),Action Adventure Animation Comedy Drama Family Fantasy,Major Studio,11,51820943,439668485,3.581696265231715E8
The Good Father (1985),Drama,Small / Indie Studio,02,56214,1162881,2.4490993193020694E7
The Good Girl (2002),Drama Romance,Major Studio,08,264446,29403579,5.011413958299071E7
The Good Liar (2019),Crime Drama Mystery Thriller,Major Studio,11,6877292,41540745,4.414218974790584E7
The Good Mother (1988),Drama Romance,Major Studio,11,4785956,12638333,4.014262760932161E7
The Good Shepherd (2006),Drama History Thriller,Major Studio,12,15424028,156023180,1.5402161751594928E8
The Good Son (1993),Drama Thriller,Major Studio,09,27187418,131619095,1.7017099555513138E8
"The Good, the Bad, the Weird (2008)",Action Adventure Comedy Western,Mid-size Studio,07,6957,64488150,8.363531208957213E7
The Goonies (1985),Adventure Comedy Family,Major Studio,06,26554187,188201636,1.9937510174224055E8
The Gospel (2005),Adventure Drama Family Fantasy Music,Small / Indie Studio,10,12084945,25344096,4.983250738000337E7
The Gospel According to Vic (1986),Comedy Drama,Small / Indie Studio,10,30565,764833,2.4490993193020694E7
The Governess (1998),Drama Romance,Mid-size Studio,07,111226,7157676,4.5189125131950185E7
The Grand Budapest Hotel (2014),Comedy Drama,Major Studio,02,1074828,231308789,5.011413958299071E7
The Grandmaster (2013),Action Biography Drama Romance War,Small / Indie Studio,01,178574,99554098,5.944002285653892E7
The Great Battle (2018),Action Drama History War,Small / Indie Studio,09,154881,51853953,1.2363971471818636E8
The Great Beauty (2013),Drama,Small / Indie Studio,05,31566,34718601,5.530836766236822E7
The Great Debaters (2007),Biography Drama Romance,Major Studio,12,9085391,45798613,1.3584133099343926E8
The Great Gatsby (2013),Drama Romance,Major Studio,05,67441714,476217437,3.301504347988278E8
The Great Mouse Detective (1986),Adventure Animation Family Musical Mystery,Major Studio,07,9215878,110541454,5.253434908839136E7
The Great Muppet Caper (1981),Adventure Comedy Crime Family Musical Mystery,Major Studio,06,10243538,107667058,6.232207467025106E7
The Great Outdoors (1988),Comedy,Major Studio,06,16236534,115266963,1.302421780339847E8
The Great Santini (1979),Drama,Major Studio,10,361003,20324480,5.011413958299071E7
The Great Train Robbery (1978),Adventure Crime Drama Thriller,Major Studio,02,1693969,56306262,3.4688726240274176E7
The Great Wall (2016),Action Adventure Fantasy Thriller,Major Studio,12,24139557,437754233,2.434626843015438E8
The Great White Hype (1996),Comedy Sport,Major Studio,05,6698748,16015999,3.35235785316945E7
The Greatest Game Ever Played (2005),Biography Drama Sport,Major Studio,09,5874675,24786758,1.9227097589110706E7
The Greatest Showman (2017),Biography Drama Musical,Major Studio,12,11269194,603873073,4.3663267155806166E8
The Green Hornet (2011),Action Comedy Crime,Major Studio,01,46754893,317702465,3.4730646222415197E8
The Green Knight (2021),Adventure Drama Fantasy,Mid-size Studio,07,7861545,21865749,7.26502645086427E7
The Green Mile (1999),Crime Drama Fantasy Mystery,Major Studio,12,33928445,540081180,4.2050623696052474E8
The Grey (2011),Action Adventure Drama Horror Thriller,Mid-size Studio,01,26868529,109006141,1.9298650896131113E8
The Grifters (1990),Crime Drama Thriller,Mid-size Studio,12,170539,32283155,4.8387235242225595E7
The Grinch (2018),Animation Comedy Family Fantasy,Major Studio,11,84412922,673694545,5.589271691216102E8
The Grudge (2004),Horror Mystery Thriller,Major Studio,10,64984575,311034588,4.626683954241508E8
The Grudge (2019),Fantasy Horror,Major Studio,12,13992632,60749455,9.308834272032388E7
The Grudge 2 (2006),Horror Thriller,Major Studio,10,32405816,110032187,1.8250416025427607E8
The Guardian (1990),Drama Fantasy Horror Mystery Thriller,Major Studio,04,13362003,40904751,6.1484647480139725E7
The Guardian (2006),Adventure Drama,Major Studio,09,28018861,147786347,2.4084181076804283E8
The Guilt Trip (2012),Comedy Drama,Major Studio,12,7228614,57198625,6.77982941604868E7
The Gun in Betty Lou's Handbag (1992),Comedy Mystery,Major Studio,08,2697839,8320455,2.4174755354854323E7
The Guru (2002),Comedy Music Romance,Major Studio,08,1069847,42077939,5.011413958299071E7
The Hand (1981),Drama Horror Thriller,Major Studio,04,1955339,8444568,3.4688726240274176E7
The Hand That Rocks the Cradle (1992),Drama Thriller,Major Studio,01,17157752,196809086,1.1052004303803726E8
The Handmaid's Tale (1990),Drama Romance Sci-Fi Thriller,Small / Indie Studio,03,1773186,11908948,2.625317497446979E7
The Handmaiden (2016),Drama Romance Thriller,Mid-size Studio,06,120411,49487332,7.040913698927338E7
The Hangover (2009),Comedy,Major Studio,06,65766582,686230025,5.73405442373654E8
The Hangover Part II (2011),Comedy,Major Studio,05,119856375,818271961,8.055315014581136E8
The Hangover Part III (2013),Comedy Crime,Major Studio,05,56111942,487447642,3.548313629008994E8
The Hanoi Hilton (1987),Drama War,Small / Indie Studio,03,49099,2098261,5.267504157817069E7
The Happening (2008),Adventure Drama Sci-Fi Thriller,Major Studio,06,44463130,238078448,3.366443334345754E8
The Happytime Murders (2018),Action Comedy Crime Fantasy Horror Mystery Thriller,Mid-size Studio,08,11908034,34361431,5.3804043660518564E7
The Hard Way (1991),Action Comedy Crime,Major Studio,03,14514341,151087802,6.1484647480139725E7
The Hate U Give (2018),Crime Drama,Major Studio,10,639641,43640035,9.089051558155516E7
The Hateful Eight (2015),Crime Drama Mystery Thriller Western,Small / Indie Studio,12,6102114,213367454,1.1977234379109636E8
The Haunted Mansion (2003),Comedy Family Fantasy Horror Mystery,Major Studio,11,41399731,310842757,3.277853627376474E8
The Haunting (1999),Fantasy Horror Mystery Thriller,Major Studio,07,62962355,333898037,5.69000202244733E8
The Haunting in Connecticut (2009),Drama Horror Mystery Thriller,Major Studio,03,33636453,113431263,2.078892480351117E8
The Heartbreak Kid (2007),Comedy Romance,Major Studio,10,21214402,194340113,1.1052004303803726E8
The Heat (2013),Action Comedy Crime,Major Studio,06,52669977,309611021,3.6702859722009945E8
The Heavenly Kid (1985),Comedy Fantasy Romance,Mid-size Studio,07,4707318,11233791,4.154204398342718E7
The Help (2011),Drama,Major Studio,08,36320474,309314163,2.4482417760462737E8
The Hidden (1987),Crime Horror Sci-Fi Thriller,Major Studio,10,6881793,26913600,3.3279025448886316E7
The Hills Have Eyes (2006),Horror Thriller,Major Studio,03,24443688,108940026,1.183786136852882E8
The Hills Have Eyes 2 (2007),Horror Thriller,Small / Indie Studio,03,14654745,57033927,4.6150470317998216E7
The Himalayas (2015),Adventure Biography Drama,Small / Indie Studio,12,17717,66894363,7.584722285160422E7
The Hitcher (1986),Mystery Thriller,Small / Indie Studio,02,6107851,16727275,2.625317497446979E7
The Hitcher (2007),Crime Thriller,Small / Indie Studio,01,12457430,38428228,4.4727799424555615E7
The Hitchhiker's Guide to the Galaxy (2005),Adventure Comedy Sci-Fi,Major Studio,04,33897607,167821365,2.072584357396507E8
The Hitman (1991),Action Crime Thriller,Small / Indie Studio,10,2972309,10720344,2.625317497446979E7
The Hitman's Bodyguard (2017),Action Comedy Crime Thriller,Major Studio,08,27366617,234744274,1.9604082315521246E8
The Hobbit: An Unexpected Journey (2012),Adventure Fantasy,Major Studio,12,115613057,1389678740,1.4374071441460278E9
The Hobbit: The Battle of the Five Armies (2014),Adventure Fantasy,Major Studio,12,72511939,1275025092,7.172534740148857E8
The Hobbit: The Desolation of Smaug (2013),Adventure Fantasy,Major Studio,12,99166217,1291438536,1.4374071441460278E9
The Holcroft Covenant (1985),Action Crime Mystery Thriller,Major Studio,10,442167,1148452,5.011413958299071E7
