movie_title,genres,distributor_group,release_month,domestic_opening_adjusted,total_gross_adjusted,prediction
The Pagemaster (1994),Adventure Animation Comedy Family Fantasy,Major Studio,11,8863650,28930433,1.2301614794701464E8
The Painted Veil (2006),Drama Romance,Small / Indie Studio,12,79494,41875408,5.6228458637633994E7
The Pallbearer (1996),Comedy Romance,Mid-size Studio,05,4638324,11312415,7.423023135651684E7
The Panama Deception (1992),Documentary History War,Small / Indie Studio,07,14672,692112,5.347921432260457E7
The Paper (1994),Comedy Drama,Major Studio,03,371415,102477444,1.0230513515249611E8
The Parent Trap (1998),Adventure Comedy Drama Family Romance,Major Studio,07,21453727,177322716,1.2586544363579321E8
The Passage (1979),Action Drama War,Major Studio,03,304532,4759314,1.0230513515249611E8
The Passion of the Christ (2004),Drama,Small / Indie Studio,02,139254049,1013187208,6.772781588182745E8
The Patriot (2000),Action Drama War,Major Studio,06,40830178,392193276,3.463081590573554E8
The Peacemaker (1997),Action Drama Thriller,Major Studio,09,24060130,215868318,1.3432585785568565E8
The Peanut Butter Falcon (2019),Adventure Comedy Drama,Mid-size Studio,08,251277,29094296,7.423023135651684E7
The Peanuts Movie (2015),Adventure Animation Comedy Drama Family,Major Studio,10,58514888,325883323,5.682912976488168E8
The Peasants (2023),Animation Drama History,Small / Indie Studio,10,14113,10361290,5.347921432260457E7
The Pebble and the Penguin (1995),Adventure Animation Comedy Family Musical,Major Studio,04,2311896,8201295,1.0230513515249611E8
The Pelican Brief (1993),Crime Drama Mystery Thriller,Major Studio,12,36620482,424017974,2.0979584524837056E8
The Penguin Lessons (2024),Drama,Small / Indie Studio,03,1164270,13317450,5.347921432260457E7
The People Under the Stairs (1991),Comedy Horror Mystery Thriller,Major Studio,11,12719543,72202722,1.0435819340089764E8
The People vs. Larry Flynt (1996),Biography Drama,Major Studio,12,1046557,40599476,1.1091726811391076E8
The Perez Family (1995),Comedy Drama Romance,Small / Indie Studio,05,2321374,5831665,5.347921432260457E7
The Perfect Guy (2015),Drama Romance Thriller,Small / Indie Studio,09,34262320,79770026,2.005326802713268E8
The Perfect Man (2005),Comedy Family Romance,Major Studio,06,8514847,31756876,1.3821043868913203E8
The Perfect Score (2004),Comedy Crime Drama,Major Studio,01,8094389,18099848,1.0230513515249611E8
The Perfect Storm (2000),Action Adventure Drama Thriller,Major Studio,06,75280212,598813505,4.9941123858043087E8
The Perfect Weapon (1991),Action Crime Drama,Major Studio,03,9062603,32387902,1.0230513515249611E8
The Perils of Gwendoline in the Land of the Yik Yak (1984),Action Adventure Comedy Fantasy,Small / Indie Studio,01,3899688,3899688,5.347921432260457E7
The Perks of Being a Wallflower (2012),Drama,Major Studio,09,312008,45612905,1.0230513515249611E8
The Personal History of David Copperfield (2019),Comedy Drama,Mid-size Studio,01,576692,17452598,7.423023135651684E7
The Pest (1997),Comedy,Major Studio,02,3551345,7036365,1.0230513515249611E8
The Phantom (1996),Action Adventure Comedy Fantasy,Major Studio,06,10144369,34660251,1.3821043868913203E8
The Phantom of the Opera (1989),Drama Horror Music Romance,Small / Indie Studio,11,5187259,10005195,5.347921432260457E7
The Phantom of the Opera (2004),Drama Musical Romance Thriller,Major Studio,12,6646299,256881420,1.1091726811391076E8
The Philadelphia Experiment (1984),Adventure Drama Romance Sci-Fi Thriller,Small / Indie Studio,08,5668041,24469904,5.347921432260457E7
The Phoenician Scheme (2025),Action Comedy Crime Drama Thriller,Mid-size Studio,05,549052,36901005,7.423023135651684E7
The Photograph (2020),Drama Romance,Major Studio,02,14764998,25078206,1.0797687046841025E8
The Pianist (2002),Biography Drama Music War,Mid-size Studio,01,194026,209438726,7.423023135651684E7
The Piano (1993),Drama Music Romance,Mid-size Studio,11,328801,87262031,7.423023135651684E7
The Piano Teacher (2001),Drama Music,Small / Indie Studio,09,52564,12023001,5.347921432260457E7
The Pick-up Artist (1987),Comedy Crime Drama Romance,Major Studio,09,12301099,36692973,1.0435819340089764E8
The Pink Panther (2006),Adventure Comedy Crime Mystery,Major Studio,02,31464562,255377329,1.8577665640240195E8
The Pink Panther 2 (2009),Action Adventure Comedy Crime Mystery,Major Studio,02,16943632,111160270,1.0797687046841025E8
The Pirate Movie (1982),Adventure Comedy Musical Romance,Major Studio,08,8218135,25950407,1.0230513515249611E8
The Pirates (2014),Action Adventure Comedy Fantasy,Small / Indie Studio,08,34484,85939749,5.347921432260457E7
The Pirates of Penzance (1983),Comedy Musical Romance,Major Studio,02,804684,2187317,1.0230513515249611E8
The Pirates! Band of Misfits (2012),Action Adventure Animation Comedy Family Fantasy History,Major Studio,03,15217543,168150854,1.0797687046841025E8
The Place Beyond the Pines (2012),Crime Drama Thriller,Mid-size Studio,03,376300,63506608,7.423023135651684E7
The Playboys (1992),Drama Romance,Small / Indie Studio,04,72711,10969537,5.347921432260457E7
The Player (1992),Comedy Crime Drama Thriller,Major Studio,04,675614,48525704,1.0230513515249611E8
The Players (2012),Comedy Drama,Small / Indie Studio,02,9119,33650937,5.347921432260457E7
The Players Club (1998),Comedy Drama,Major Studio,04,11343349,44763482,1.0230513515249611E8
The Pledge (2001),Crime Drama Mystery Thriller,Major Studio,01,10213654,52118018,1.0230513515249611E8
The Polar Express (2004),Adventure Animation Family Fantasy Musical,Major Studio,11,38735372,529642864,2.2404200421269616E8
The Pope Must Diet (1991),Comedy,Mid-size Studio,08,608417,1341711,7.423023135651684E7
The Pope of Greenwich Village (1984),Action Comedy Crime Drama,Major Studio,06,4664354,20643782,1.3821043868913203E8
The Pope's Exorcist (2023),Horror Thriller,Small / Indie Studio,04,9272096,79259097,5.347921432260457E7
The Portrait of a Lady (1996),Drama Romance,Small / Indie Studio,12,215631,7385437,5.6228458637633994E7
The Possession (2012),Horror Mystery Thriller,Major Studio,08,24227979,116745413,1.3432585785568565E8
The Possession of Hannah Grace (2018),Horror Mystery Thriller,Small / Indie Studio,11,7997145,53736827,5.347921432260457E7
The Post (2017),Biography Drama History Thriller War,Major Studio,12,673158,247968495,1.1091726811391076E8
The Postman (1994),Biography Comedy Drama Romance,Mid-size Studio,06,196205,45087842,7.161145637583794E7
The Postman (1997),Action Adventure Drama Sci-Fi,Major Studio,12,10279785,34445386,1.7706503250073737E8
The Power (1984),Horror,Small / Indie Studio,01,2805822,2805822,5.347921432260457E7
The Power of One (1992),Drama Sport,Major Studio,03,1529905,6320091,1.0230513515249611E8
The Powerpuff Girls Movie (2002),Action Adventure Animation Comedy Family Sci-Fi,Major Studio,07,6248538,28645873,1.0230513515249611E8
The Preacher's Wife (1996),Comedy Drama Fantasy Romance,Major Studio,12,15299016,96202523,1.1999648735520366E8
The Predator (2018),Action Adventure Sci-Fi Thriller,Major Studio,09,30770982,200551400,1.8577665640240195E8
The Presidio (1988),Action Crime Mystery Thriller,Major Studio,06,13578461,53910584,1.4026349693753356E8
The Prestige (2006),Drama Mystery Sci-Fi Thriller,Major Studio,10,23032785,170665023,1.3432585785568565E8
The Prince and Me (2004),Comedy Family Romance,Major Studio,04,15622018,62556585,1.0797687046841025E8
The Prince of Egypt (1998),Adventure Animation Drama Family Fantasy Musical,Major Studio,12,27950029,420690577,2.0061415441335884E8
The Prince of Tides (1991),Drama Romance,Major Studio,12,23114828,172260239,1.463454747424791E8
The Princess Bride (1987),Adventure Comedy Family Fantasy Romance,Major Studio,09,569410,85543246,1.0230513515249611E8
The Princess Diaries (2001),Comedy Family Romance,Major Studio,08,40501865,292901023,2.2404200421269616E8
The Princess Diaries 2: Royal Engagement (2004),Comedy Family Romance,Major Studio,08,38125846,223765668,2.2404200421269616E8
The Princess and the Frog (2009),Adventure Animation Comedy Family Fantasy Musical Romance,Major Studio,11,1149529,390477545,1.131537188792646E8
The Princess and the Goblin (1991),Adventure Animation Comedy Family Fantasy Horror Musical Romance,Small / Indie Studio,06,955609,4454847,5.6153524138669536E7
The Principal (1987),Action Crime Drama Thriller,Small / Indie Studio,09,11865417,54485595,5.347921432260457E7
The Prison (2017),Action Crime,Small / Indie Studio,03,102860,27137319,5.347921432260457E7
The Prisoner of Zenda (1979),Adventure Comedy,Major Studio,05,10482186,33065813,1.0230513515249611E8
The Producers (2005),Comedy Crime Musical,Major Studio,12,248314,61159540,1.1091726811391076E8
The Program (1993),Action Drama Romance Sport,Major Studio,09,14813592,50014435,1.0797687046841025E8
The Promise (2005),Action Drama Fantasy,Small / Indie Studio,12,438254,49788066,5.6228458637633994E7
The Prophecy (1995),Action Crime Drama Fantasy Horror Mystery Thriller,Mid-size Studio,09,15460796,33176203,7.990196667243096E7
The Proposal (2009),Comedy Drama Romance,Major Studio,06,49168646,464051728,3.7471077592707026E8
The Protector (2005),Action Crime Drama Thriller,Small / Indie Studio,08,8086292,43635471,5.347921432260457E7
The Protégé (2021),Action Crime Thriller,Major Studio,08,3366719,10114732,1.0230513515249611E8
The Public Eye (1992),Crime Drama Romance Thriller,Major Studio,10,2548116,6858430,1.0230513515249611E8
The Punisher (2004),Action Crime Drama Thriller,Major Studio,04,23251059,90845383,1.3432585785568565E8
The Puppet Masters (1994),Horror Sci-Fi Thriller,Major Studio,10,8611094,18299201,1.0230513515249611E8
The Purge (2013),Horror Sci-Fi Thriller,Major Studio,05,45860950,120284585,3.4546819654504806E8
The Purge: Anarchy (2014),Action Horror Sci-Fi Thriller,Major Studio,07,39508291,148309575,2.2404200421269616E8
The Purge: Election Year (2016),Action Horror Sci-Fi Thriller,Major Studio,06,41189846,154992842,2.985709090798576E8
The Purple Rose of Cairo (1985),Comedy Fantasy Romance,Mid-size Studio,03,332718,31002536,7.423023135651684E7
The Pursuit of D.B. Cooper (1981),Adventure Crime Drama Thriller,Major Studio,11,4191160,12772648,1.0230513515249611E8
The Pursuit of Happyness (2006),Biography Drama,Major Studio,12,41301001,477914900,2.3887950222365308E8
The Queen (2006),Biography Drama,Mid-size Studio,09,189863,194393719,7.423023135651684E7
The Quest (1996),Action Adventure Drama Thriller,Major Studio,04,14057792,114797434,1.0435819340089764E8
The Quick and the Dead (1995),Action Drama Romance Thriller Western,Major Studio,02,13413574,38365240,1.0435819340089764E8
The Quiet American (2002),Drama Romance Thriller War,Mid-size Studio,11,177289,48260485,7.423023135651684E7
The Quiet Earth (1985),Drama Mystery Sci-Fi,Small / Indie Studio,10,28651,6192620,5.347921432260457E7
The Rage: Carrie 2 (1999),Drama Horror Sci-Fi Thriller,Major Studio,03,13304469,33449291,1.0435819340089764E8
The Railway Man (2013),Biography Drama Romance War,Small / Indie Studio,12,83277,32552454,5.6228458637633994E7
The Rainmaker (1997),Crime Drama Thriller,Major Studio,11,20766440,89731069,1.2586544363579321E8
The Rapture (1991),Drama Mystery Thriller,Small / Indie Studio,10,395258,2942278,5.347921432260457E7
The Raven (2012),Crime Drama Mystery Thriller,Small / Indie Studio,03,9959875,40578368,5.347921432260457E7
The Razor's Edge (1984),Drama Romance War,Major Studio,10,7281519,19785260,1.0230513515249611E8
The Reader (2008),Drama Mystery Romance,Small / Indie Studio,12,244849,158669860,5.6228458637633994E7
The Real McCoy (1993),Crime Drama Thriller,Major Studio,09,5874739,14080321,1.0230513515249611E8
The Reaping (2007),Horror Thriller,Major Studio,04,15167387,94967944,1.0797687046841025E8
The Recruit (2003),Action Thriller,Major Studio,01,27798403,172553175,1.6943211214590883E8
The Red Violin (1998),Drama Music Mystery Romance,Major Studio,11,91244,19280377,1.0230513515249611E8
The Ref (1994),Comedy Crime Drama,Major Studio,03,6442035,24208058,1.0230513515249611E8
The Relic (1997),Horror Mystery Sci-Fi Thriller,Major Studio,01,17713251,66358388,1.0797687046841025E8
The Remains of the Day (1993),Drama Romance,Major Studio,11,3320133,50465186,1.0230513515249611E8
The Replacement Killers (1998),Action Crime Thriller,Major Studio,02,15484469,36957206,1.0797687046841025E8
The Replacements (2000),Comedy Sport,Major Studio,08,20109704,91182344,1.2586544363579321E8
The Rescue (1988),Action Adventure Drama,Major Studio,08,5819782,15531692,1.0230513515249611E8
The Rescue (2020),Action Comedy Drama Thriller,Mid-size Studio,12,11725,77858963,7.889702421365777E7
The Rescuers Down Under (1990),Adventure Animation Comedy Family Fantasy,Major Studio,11,8402405,67058166,1.2301614794701464E8
The Return of the Living Dead (1985),Comedy Horror Sci-Fi,Mid-size Studio,08,12840291,41527855,7.628328960491836E7
The Revenant (2015),Adventure Drama Western,Major Studio,12,628068,705346567,2.6304089251394796E8
The Rhythm Section (2020),Action Drama Mystery Thriller,Major Studio,01,3291174,7259659,1.0230513515249611E8
The Rich Man's Wife (1996),Drama Thriller,Major Studio,09,6264102,17086629,1.0230513515249611E8
The Right Stuff (1983),Adventure Biography Drama History,Major Studio,10,5042872,66745154,1.6845289953932267E8
The Ring (2002),Horror Mystery,Major Studio,10,26185116,434835817,1.6943211214590883E8
The Ring Two (2005),Horror Mystery,Major Studio,03,56324513,263423059,3.580774766722703E8
The Ringer (2005),Comedy Sport,Major Studio,12,8286458,64961800,1.1091726811391076E8
The Rite (2011),Drama Horror Mystery Thriller,Major Studio,01,20624543,134658539,1.2586544363579321E8
The Ritual (2025),Drama Horror Thriller,Small / Indie Studio,05,322475,3130600,5.347921432260457E7
The River (1984),Drama,Major Studio,12,90674,34696693,1.1091726811391076E8
The River Rat (1984),Adventure Crime Drama,Major Studio,09,1333110,3451387,1.0230513515249611E8
The River Wild (1994),Adventure Crime Thriller,Major Studio,09,21616210,199384232,1.2586544363579321E8
The Road (2009),Drama Thriller,Mid-size Studio,05,2196489,40413254,7.423023135651684E7
The Road Warrior (1981),Action Adventure Sci-Fi Thriller,Major Studio,05,8217261,76950215,1.0230513515249611E8
The Road to El Dorado (2000),Adventure Animation Comedy Family Fantasy Musical,Major Studio,03,23402243,139234507,1.617139514559341E8
The Road to Wellville (1994),Comedy Drama,Major Studio,10,5460123,13887841,1.0230513515249611E8
The Rock (1996),Action Adventure Thriller,Major Studio,06,50137452,670103880,4.37473692723797E8
The Rocketeer (1991),Action Adventure Family Sci-Fi Thriller,Major Studio,06,22113669,107576635,1.631527515275634E8
The Rookie (1990),Action Crime Drama Thriller,Major Studio,12,13228605,51938848,1.1297032636231232E8
The Rookie (2002),Drama Family Sport,Major Studio,03,27939971,140720234,1.6943211214590883E8
The Room Next Door (2024),Drama,Small / Indie Studio,10,105013,21319488,5.347921432260457E7
The Roommate (2011),Drama Horror Thriller,Small / Indie Studio,02,20921920,56469014,6.838302874799144E7
The Rose (1979),Drama Music Romance,Major Studio,11,3427610,126092523,1.0230513515249611E8
The Roundup (2022),Action Crime Thriller,Small / Indie Studio,05,109552,108440063,5.347921432260457E7
The Roundup: No Way Out (2023),Action Crime Thriller,Small / Indie Studio,05,198250,85871271,5.347921432260457E7
The Roundup: Punishment (2024),Action Crime Thriller,Small / Indie Studio,01,55684,80426848,5.347921432260457E7
The Royal Tenenbaums (2001),Comedy Drama,Major Studio,12,490688,126570985,1.1091726811391076E8
The Rugrats Movie (1998),Adventure Animation Comedy Drama Family Musical,Major Studio,11,52576357,271132143,3.580774766722703E8
The Ruins (2008),Adventure Horror Thriller,Major Studio,04,11660906,33245976,1.0230513515249611E8
The Rules of Attraction (2002),Comedy Drama Romance,Major Studio,10,4416231,20635079,1.0230513515249611E8
The Rum Diary (2011),Comedy Drama,Small / Indie Studio,10,7161527,42024695,5.347921432260457E7
The Rundown (2003),Action Adventure Comedy Thriller,Major Studio,01,31638022,138090980,1.8577665640240195E8
The Running Man (1987),Action Sci-Fi Thriller,Small / Indie Studio,11,22411262,105255132,8.233254951603761E7
The Russia House (1990),Drama Romance Thriller,Major Studio,12,10649158,55213838,1.1091726811391076E8
